#timestamp px py pz qx qy qz qw
1532199344.663376128 5.404482382909217 -1.0050591750325737 -1.0593512822529465 0.05385328696784719 -0.5863276281120345 -0.22102369651371556 0.7774755697606758
1532199344.712222464 5.405859619554267 -1.0064417891409871 -1.06102583965832 0.053915315933368714 -0.5884140071596512 -0.21917563736985715 0.7764175003628164
1532199344.811964416 5.408451282076337 -1.009538784510094 -1.064555385291148 0.05327501092978658 -0.5920854480753925 -0.21552158415509404 0.7746915787273484
1532199344.860817920 5.409556413613362 -1.01078090562788 -1.0663043576065971 0.05301639716745815 -0.5933742717604922 -0.2141298022373355 0.7741089477831189
1532199344.911686144 5.4107148077958955 -1.0119839912161497 -1.0680289312695084 0.05284929513034378 -0.5947048267471632 -0.2127969218892764 0.7734666063136156
1532199345.208839168 5.418313250727136 -1.0143721470723646 -1.0788067752210055 0.05539701281770249 -0.6027806756414318 -0.21547328105168378 0.7662622874688252
1532199345.705428736 5.438711704554915 -1.0052582457956776 -1.1084758022432932 0.058976176327852 -0.632327633718581 -0.2279315467403728 0.7380587945835666
1532199346.301691648 5.472266785618505 -0.985022898355753 -1.1519257479091407 0.06234700189962797 -0.6571996238740259 -0.23677626827000053 0.7128383438887806
1532199346.600838400 5.490534081721686 -0.9715733645270054 -1.1683629797104826 0.05466793578752782 -0.6680363952773327 -0.23415064314417458 0.704210385962013
1532199347.544393728 5.4915135091188105 -0.9385968656276042 -1.1770854828345878 0.05217080357573105 -0.6754491603049736 -0.25406171341668393 0.6902892762265305
1532199348.287808512 5.487458640216079 -0.9396895822467377 -1.189130470589348 0.0473109491876649 -0.6957278945462361 -0.24569132536376936 0.6733202384290986
1532199349.131187200 5.471959577671841 -0.9578120541126532 -1.154788983315549 0.06704799367481179 -0.6380677216163138 -0.23387805506369516 0.7305307690543719
1532199349.727758592 5.459995093496781 -0.9836136452427301 -1.1106558303985927 0.08777596861355366 -0.5823870686697459 -0.20721463091197664 0.7811419706533675
1532199349.976183808 5.460230418108202 -0.9955364067447497 -1.0913740727875383 0.09347290936838266 -0.5542125373443421 -0.2023840176823108 0.8019675729425241
1532199350.373280512 5.465574250137854 -1.0134112389196157 -1.0652083778959895 0.09853907841832427 -0.518941621551657 -0.19398535519776625 0.8266555058877916
1532199350.721488128 5.4712608424506675 -1.0284852202091699 -1.045095764885288 0.10734358032921808 -0.49118938158757 -0.19192732017815106 0.8428370251400675
1532199351.417477632 5.476235481901028 -1.0480668107410414 -1.029485779595589 0.1074113237062692 -0.49916399450541493 -0.18565765799995848 0.8395411533421311
1532199352.113543680 5.4727152715133975 -1.0305446282193444 -1.0506683745656529 0.07867868556279325 -0.5721996389333472 -0.2030273559200584 0.7906814342013907
1532199352.709870336 5.466241149838581 -1.0066176026604565 -1.0530674200196837 0.059849380368674585 -0.5732033915279263 -0.2209864690743811 0.78677881523107
1532199352.758724864 5.465515720318386 -1.0043412633725037 -1.0530357133961397 0.05781380339392038 -0.573725821658751 -0.222884610782317 0.7860144375108737
